Age (Birthdate),Program Selection: Program Selection Name,Admissions Status
34,Creative Writing (MFA) Camden,Denied
25,Creative Writing (MFA) Camden,Denied
22,Creative Writing (MFA) Camden,Denied
30,Creative Writing (MFA) Camden,Denied
25,Creative Writing (MFA) Camden,Denied
31,Creative Writing (MFA) Camden,Denied
27,Creative Writing (MFA) Camden,Denied
33,Creative Writing (MFA) Camden,Denied
27,Creative Writing (MFA) Camden,Denied
30,Creative Writing (MFA) Camden,Denied
24,Creative Writing (MFA) Camden,Denied
27,Creative Writing (MFA) Camden,Denied
25,Creative Writing (MFA) Camden,Denied
22,Creative Writing (MFA) Camden,Denied
32,Creative Writing (MFA) Camden,Denied
25,Creative Writing (MFA) Camden,Denied
24,Creative Writing (MFA) Camden,Denied
38,Creative Writing (MFA) Camden,Denied
22,Creative Writing (MFA) Camden,Denied
29,Creative Writing (MFA) Camden,Denied
24,Creative Writing (MFA) Camden,Denied
26,Creative Writing (MFA) Camden,Denied
23,Creative Writing (MFA) Camden,Denied
48,Creative Writing (MFA) Camden,Denied
27,Creative Writing (MFA) Camden,Denied
31,Creative Writing (MFA) Camden,Denied
23,Creative Writing (MFA) Camden,Denied
33,Creative Writing (MFA) Camden,Denied
34,Creative Writing (MFA) Camden,Denied
38,Creative Writing (MFA) Camden,Denied
24,Creative Writing (MFA) Camden,Denied
59,Creative Writing (MFA) Camden,Denied
28,Creative Writing (MFA) Camden,Denied
29,Creative Writing (MFA) Camden,Denied
26,Creative Writing (MFA) Camden,Denied
28,Creative Writing (MFA) Camden,Denied
24,Creative Writing (MFA) Camden,Denied
38,Creative Writing (MFA) Camden,Denied
28,Creative Writing (MFA) Camden,Denied
23,Creative Writing (MFA) Camden,Denied
26,Creative Writing (MFA) Camden,Denied
33,Creative Writing (MFA) Camden,Denied
28,Creative Writing (MFA) Camden,Denied
22,Creative Writing (MFA) Camden,Denied
24,Creative Writing (MFA) Camden,Denied
40,Creative Writing (MFA) Camden,Denied
27,Creative Writing (MFA) Camden,Denied
29,Creative Writing (MFA) Camden,Denied
38,Creative Writing (MFA) Camden,Denied
27,Creative Writing (MFA) Camden,Denied
24,Creative Writing (MFA) Camden,Denied
25,Creative Writing (MFA) Camden,Denied
26,Creative Writing (MFA) Camden,Denied
47,Creative Writing (MFA) Camden,Denied
26,Creative Writing (MFA) Camden,Denied
36,Creative Writing (MFA) Camden,Denied
29,Creative Writing (MFA) Camden,Denied
22,Creative Writing (MFA) Camden,Denied
29,Creative Writing (MFA) Camden,Denied
24,Creative Writing (MFA) Camden,Denied
22,Creative Writing (MFA) Camden,Denied
33,Creative Writing (MFA) Camden,Denied
33,Creative Writing (MFA) Camden,Denied
28,Creative Writing (MFA) Camden,Denied
22,Creative Writing (MFA) Camden,Denied
26,Creative Writing (MFA) Camden,Denied
23,Creative Writing (MFA) Camden,Denied
38,Creative Writing (MFA) Camden,Denied
23,Creative Writing (MFA) Camden,Denied
22,Creative Writing (MFA) Camden,Denied
27,Creative Writing (MFA) Camden,Denied
24,Creative Writing (MFA) Camden,Denied
22,Creative Writing (MFA) Camden,Denied
22,Creative Writing (MFA) Camden,Denied
26,Creative Writing (MFA) Camden,Denied
50,Creative Writing (MFA) Camden,Denied
27,Creative Writing (MFA) Camden,Denied
35,Creative Writing (MFA) Camden,Denied
54,Creative Writing (MFA) Camden,Denied
23,Creative Writing (MFA) Camden,Denied
30,Creative Writing (MFA) Camden,Denied
34,Creative Writing (MFA) Camden,Denied
25,Creative Writing (MFA) Camden,Denied
28,Creative Writing (MFA) Camden,Denied
38,Creative Writing (MFA) Camden,Denied
27,Creative Writing (MFA) Camden,Denied
41,Creative Writing (MFA) Camden,Denied
27,Creative Writing (MFA) Camden,Denied
30,Creative Writing (MFA) Camden,Denied
22,Creative Writing (MFA) Camden,Denied
25,Creative Writing (MFA) Camden,Denied
24,Creative Writing (MFA) Camden,Denied
28,Creative Writing (MFA) Camden,Denied
35,Creative Writing (MFA) Camden,Denied
43,Creative Writing (MFA) Camden,Denied
24,Creative Writing (MFA) Camden,Denied
26,Creative Writing (MFA) Camden,Denied
30,Creative Writing (MFA) Camden,Denied
33,Creative Writing (MFA) Camden,Denied
23,Creative Writing (MFA) Camden,Denied
26,Creative Writing (MFA) Camden,Denied
22,Creative Writing (MFA) Camden,Denied
28,Creative Writing (MFA) Camden,Denied
26,Creative Writing (MFA) Camden,Denied
22,Creative Writing (MFA) Camden,Denied
46,Creative Writing (MFA) Camden,Denied
50,Creative Writing (MFA) Camden,Denied
22,Creative Writing (MFA) Camden,Denied
25,Creative Writing (MFA) Camden,Denied
22,Creative Writing (MFA) Camden,Denied
41,Creative Writing (MFA) Camden,Denied
52,Creative Writing (MFA) Camden,Denied
52,Creative Writing (MFA) Camden,Denied
30,Creative Writing (MFA) Camden,Denied
34,Creative Writing (MFA) Camden,Denied
27,Creative Writing (MFA) Camden,Denied
39,Creative Writing (MFA) Camden,Denied
39,Creative Writing (MFA) Camden,Denied
26,Creative Writing (MFA) Camden,Denied
23,Creative Writing (MFA) Camden,Denied
23,Creative Writing (MFA) Camden,Denied
26,Creative Writing (MFA) Camden,Denied
38,Creative Writing (MFA) Camden,Denied
26,Creative Writing (MFA) Camden,Denied
33,Criminal Justice (MA),Started App
28,Criminal Justice (MA),Started App
32,Criminal Justice (MA),Started App
35,Criminal Justice (MA),Started App
22,Criminal Justice (MA),Started App
35,Criminal Justice (MA),Started App
28,Criminal Justice (MA),Started App
24,Criminal Justice (MA),Started App
18,Criminal Justice (MA),Started App
22,Criminal Justice (MA),Started App
21,Criminal Justice (MA),Started App
25,Criminal Justice (MA),Started App
26,Criminal Justice (MA),Started App
18,Criminal Justice (MA),Started App
25,Criminal Justice (MA),Started App
24,Criminal Justice (MA),Started App
30,Criminal Justice (MA),Started App
23,Criminal Justice (MA),Started App
23,Criminal Justice (MA),Started App
25,Criminal Justice (MA),Started App
25,Criminal Justice (MA),Started App
40,Criminal Justice (MA),Submitted App
29,Criminal Justice (MA),Submitted App
23,Criminal Justice (MA),Submitted App
39,Criminal Justice (MA),Submitted App
25,Criminal Justice (MA),Submitted App
22,Criminal Justice (MA),Submitted App
27,Criminal Justice (MA),Admit
22,Criminal Justice (MA),Admit
24,Criminal Justice (MA),Admit-Coming
24,Criminal Justice (MA),Admit-Coming
21,Criminal Justice (MA),Admit-Coming
24,Criminal Justice (MA),Admit-Coming
21,Criminal Justice (MA),Admit-Coming
22,Criminal Justice (MA),Admit-Coming
22,Criminal Justice (MA),Admit-Coming
22,Criminal Justice (MA),Admit-Coming
21,Criminal Justice (MA),Admit-Coming
23,Criminal Justice (MA),Admit-Coming
24,Criminal Justice (MA),Admit-Coming
23,Criminal Justice (MA),Admit-Coming
23,Criminal Justice (MA),Admit-Coming
30,Criminal Justice (MA),Admit-Not Coming
50,Criminal Justice (MA),Admit-Not Coming
61,Criminal Justice (MA),Admit-Not Coming
24,Criminal Justice (MA),Admit-Not Coming
25,Criminal Justice (MA),Admit-Not Coming
22,Criminal Justice (MA),Admit-Withdrawn
23,Criminal Justice (MA),Admit-Withdrawn
23,Criminal Justice (MA),Admit-Withdrawn
25,Criminal Justice (MA),Admit-Withdrawn
25,Criminal Justice (MA),Deferred to Fall
25,Criminal Justice (MA),Deferred to Fall
26,Criminal Justice (MA),Deferred to Spring
30,Criminal Justice (MA),Withdrawn
24,Criminal Justice (MA),Withdrawn
24,Criminal Justice (MA),Withdrawn
39,Criminal Justice (MA),Withdrawn
26,Criminal Justice (MA),Withdrawn
26,Criminal Justice (MA),Withdrawn
26,Criminal Justice (MA),Withdrawn
27,Criminal Justice (MA),Withdrawn
27,Criminal Justice (MA),Withdrawn
35,Criminal Justice (MA),Withdrawn
25,Criminal Justice (MA),Withdrawn
23,Criminal Justice (MA),Withdrawn
31,Criminal Justice (MA),Withdrawn
41,Criminal Justice (MA),Withdrawn
22,Criminal Justice (MA),Withdrawn
41,Criminal Justice (MA),Withdrawn
22,Criminal Justice (MA),Withdrawn
28,Criminal Justice (MA),Withdrawn
22,Criminal Justice (MA),Withdrawn
38,Criminal Justice (MA),Withdrawn
25,Criminal Justice (MA),Withdrawn
27,Criminal Justice (MA),Denied
29,Criminal Justice (MA),Denied
29,Criminal Justice (MA),Denied
29,Criminal Justice (MA),Denied
26,Criminal Justice (MA),Denied
40,Criminal Justice (MA),Denied
35,Criminal Justice (MA),Denied
22,Criminal Justice (NOD),Started App
58,Criminal Justice - Dual MA/MPA Criminal Justice and Public Administration (MA),Started App
36,Criminal Justice - Dual MA/MPA Criminal Justice and Public Administration (MA),Started App
40,Criminal Justice - Dual MA/MPA Criminal Justice and Public Administration (MA),Submitted App
18,Criminal Justice - Dual MA/MPA Criminal Justice and Public Administration (MA),Submitted App
20,Criminal Justice - Dual MA/MPA Criminal Justice and Public Administration (MA),Admit-Withdrawn
25,Criminal Justice - Dual MA/MPA Criminal Justice and Public Administration (MA),Withdrawn
53,Criminal Justice - Dual MA/MPA Criminal Justice and Public Administration (MA),Denied
24,Data Science (MS),Started App
22,Data Science (MS),Started App
29,Data Science (MS),Started App
24,Data Science (MS),Started App
22,Data Science (MS),Started App
34,Data Science (MS),Started App
31,Data Science (MS),Started App
23,Data Science (MS),Started App
27,Data Science (MS),Started App
23,Data Science (MS),Started App
26,Data Science (MS),Started App
43,Data Science (MS),Started App
32,Data Science (MS),Started App
27,Data Science (MS),Started App
29,Data Science (MS),Started App
26,Data Science (MS),Started App
25,Data Science (MS),Started App
27,Data Science (MS),Started App
23,Data Science (MS),Started App
41,Data Science (MS),Started App
32,Data Science (MS),Started App
27,Data Science (MS),Started App
29,Data Science (MS),Started App
25,Data Science (MS),Started App
28,Data Science (MS),Started App
40,Data Science (MS),Started App
37,Data Science (MS),Started App
29,Data Science (MS),Started App
21,Data Science (MS),Started App
21,Data Science (MS),Started App
24,Data Science (MS),Started App
24,Data Science (MS),Started App
24,Data Science (MS),Started App
24,Data Science (MS),Started App
24,Data Science (MS),Started App
25,Data Science (MS),Started App
22,Data Science (MS),Started App
24,Data Science (MS),Started App
42,Data Science (MS),Started App
24,Data Science (MS),Started App
26,Data Science (MS),Started App
24,Data Science (MS),Started App
27,Data Science (MS),Started App
29,Data Science (MS),Started App
27,Data Science (MS),Started App
25,Data Science (MS),Started App
39,Data Science (MS),Started App
21,Data Science (MS),Started App
22,Data Science (MS),Started App
26,Data Science (MS),Started App
23,Data Science (MS),Started App
23,Data Science (MS),Started App
26,Data Science (MS),Started App
29,Data Science (MS),Started App
25,Data Science (MS),Started App
32,Data Science (MS),Started App
34,Data Science (MS),Started App
23,Data Science (MS),Started App
21,Data Science (MS),Started App
23,Data Science (MS),Started App
24,Data Science (MS),Started App
26,Data Science (MS),Started App
22,Data Science (MS),Started App
24,Data Science (MS),Started App
23,Data Science (MS),Started App
24,Data Science (MS),Started App
23,Data Science (MS),Started App
22,Data Science (MS),Started App
22,Data Science (MS),Started App
21,Data Science (MS),Started App
24,Data Science (MS),Started App
28,Data Science (MS),Started App
34,Data Science (MS),Started App
22,Data Science (MS),Started App
37,Data Science (MS),Started App
30,Data Science (MS),Started App
27,Data Science (MS),Started App
26,Data Science (MS),Started App
21,Data Science (MS),Started App
24,Data Science (MS),Started App
24,Data Science (MS),Started App
23,Data Science (MS),Started App
25,Data Science (MS),Started App
21,Data Science (MS),Started App
25,Data Science (MS),Started App
48,Data Science (MS),Started App
33,Data Science (MS),Started App
23,Data Science (MS),Started App
32,Data Science (MS),Started App
22,Data Science (MS),Started App
23,Data Science (MS),Started App
39,Data Science (MS),Started App
25,Data Science (MS),Started App
21,Data Science (MS),Started App
21,Data Science (MS),Started App
23,Data Science (MS),Started App
25,Data Science (MS),Started App
29,Data Science (MS),Started App
23,Data Science (MS),Started App
29,Data Science (MS),Started App
32,Data Science (MS),Started App
24,Data Science (MS),Started App
28,Data Science (MS),Started App
21,Data Science (MS),Started App
24,Data Science (MS),Started App
22,Data Science (MS),Started App
22,Data Science (MS),Started App
30,Data Science (MS),Started App
23,Data Science (MS),Started App
23,Data Science (MS),Started App
32,Data Science (MS),Started App
41,Data Science (MS),Started App
22,Data Science (MS),Started App
29,Data Science (MS),Started App
22,Data Science (MS),Started App
23,Data Science (MS),Started App
25,Data Science (MS),Started App
35,Data Science (MS),Started App
22,Data Science (MS),Started App
24,Data Science (MS),Started App
24,Data Science (MS),Started App
23,Data Science (MS),Started App
24,Data Science (MS),Started App
23,Data Science (MS),Started App
23,Data Science (MS),Started App
22,Data Science (MS),Started App
21,Data Science (MS),Started App
24,Data Science (MS),Started App
27,Data Science (MS),Started App
22,Data Science (MS),Started App
24,Data Science (MS),Started App
33,Data Science (MS),Started App
22,Data Science (MS),Started App
24,Data Science (MS),Started App
24,Data Science (MS),Started App
28,Data Science (MS),Started App
25,Data Science (MS),Started App
22,Data Science (MS),Started App
22,Data Science (MS),Started App
21,Data Science (MS),Started App
36,Data Science (MS),Started App
22,Data Science (MS),Started App
19,Data Science (MS),Submitted App
28,Data Science (MS),Submitted App
25,Data Science (MS),Submitted App
36,Data Science (MS),Submitted App
25,Data Science (MS),Submitted App
30,Data Science (MS),Submitted App
23,Data Science (MS),Submitted App
27,Data Science (MS),Submitted App
21,Data Science (MS),Submitted App
24,Data Science (MS),Submitted App
26,Data Science (MS),Submitted App
21,Data Science (MS),Submitted App
27,Data Science (MS),Submitted App
22,Data Science (MS),Submitted App
21,Data Science (MS),Submitted App
29,Data Science (MS),Submitted App
22,Data Science (MS),Submitted App
28,Data Science (MS),Submitted App
22,Data Science (MS),Submitted App
23,Data Science (MS),Submitted App
21,Data Science (MS),Submitted App
21,Data Science (MS),Submitted App
30,Data Science (MS),Submitted App
22,Data Science (MS),Submitted App
25,Data Science (MS),Submitted App
27,Data Science (MS),Submitted App
22,Data Science (MS),Submitted App
23,Data Science (MS),Submitted App
23,Data Science (MS),Submitted App
22,Data Science (MS),Submitted App
27,Data Science (MS),Submitted App
21,Data Science (MS),Submitted App
22,Data Science (MS),Submitted App
23,Data Science (MS),Submitted App
20,Data Science (MS),Submitted App
32,Data Science (MS),Submitted App
31,Data Science (MS),Submitted App
20,Data Science (MS),Submitted App
23,Data Science (MS),Submitted App
26,Data Science (MS),Complete App
23,Data Science (MS),Complete App
22,Data Science (MS),Complete App
23,Data Science (MS),Complete App
23,Data Science (MS),Complete App
22,Data Science (MS),Admit
24,Data Science (MS),Admit
22,Data Science (MS),Admit
22,Data Science (MS),Admit
27,Data Science (MS),Admit
24,Data Science (MS),Admit
27,Data Science (MS),Admit
22,Data Science (MS),Admit
21,Data Science (MS),Admit
24,Data Science (MS),Admit
25,Data Science (MS),Admit
23,Data Science (MS),Admit
24,Data Science (MS),Admit
22,Data Science (MS),Admit
22,Data Science (MS),Admit
22,Data Science (MS),Admit
23,Data Science (MS),Admit
23,Data Science (MS),Admit
20,Data Science (MS),Admit
22,Data Science (MS),Admit
21,Data Science (MS),Admit
25,Data Science (MS),Admit-Coming
24,Data Science (MS),Admit-Coming
29,Data Science (MS),Admit-Coming
22,Data Science (MS),Admit-Coming
39,Data Science (MS),Admit-Coming
23,Data Science (MS),Admit-Coming
24,Data Science (MS),Admit-Coming
21,Data Science (MS),Admit-Coming
38,Data Science (MS),Admit-Coming
23,Data Science (MS),Admit-Coming
22,Data Science (MS),Admit-Coming
22,Data Science (MS),Admit-Coming
23,Data Science (MS),Admit-Coming
22,Data Science (MS),Admit-Coming
22,Data Science (MS),Admit-Coming
24,Data Science (MS),Admit-Coming
30,Data Science (MS),Admit-Coming
27,Data Science (MS),Admit-Coming
24,Data Science (MS),Admit-Coming
23,Data Science (MS),Admit-Coming
23,Data Science (MS),Admit-Coming
21,Data Science (MS),Admit-Coming
25,Data Science (MS),Admit-Coming
26,Data Science (MS),Admit-Coming
22,Data Science (MS),Admit-Coming
23,Data Science (MS),Admit-Coming
21,Data Science (MS),Admit-Coming
22,Data Science (MS),Admit-Coming
20,Data Science (MS),Admit-Coming
21,Data Science (MS),Admit-Coming
22,Data Science (MS),Admit-Coming
23,Data Science (MS),Admit-Coming
21,Data Science (MS),Admit-Coming
27,Data Science (MS),Admit-Coming
30,Data Science (MS),Admit-Coming
23,Data Science (MS),Admit-Coming
22,Data Science (MS),Admit-Coming
21,Data Science (MS),Admit-Coming
25,Data Science (MS),Admit-Not Coming
26,Data Science (MS),Admit-Not Coming
23,Data Science (MS),Admit-Not Coming
35,Data Science (MS),Admit-Not Coming
24,Data Science (MS),Admit-Not Coming
25,Data Science (MS),Admit-Not Coming
27,Data Science (MS),Admit-Not Coming
22,Data Science (MS),Admit-Not Coming
22,Data Science (MS),Admit-Not Coming
22,Data Science (MS),Admit-Not Coming
24,Data Science (MS),Admit-Not Coming
27,Data Science (MS),Admit-Not Coming
22,Data Science (MS),Admit-Not Coming
23,Data Science (MS),Admit-Not Coming
24,Data Science (MS),Admit-Not Coming
27,Data Science (MS),Admit-Not Coming
23,Data Science (MS),Admit-Not Coming
26,Data Science (MS),Admit-Not Coming
22,Data Science (MS),Admit-Not Coming
25,Data Science (MS),Admit-Not Coming
21,Data Science (MS),Admit-Not Coming
22,Data Science (MS),Admit-Not Coming
23,Data Science (MS),Admit-Not Coming
25,Data Science (MS),Admit-Not Coming
23,Data Science (MS),Admit-Not Coming
22,Data Science (MS),Admit-Not Coming
27,Data Science (MS),Admit-Not Coming
24,Data Science (MS),Admit-Not Coming
25,Data Science (MS),Admit-Not Coming
23,Data Science (MS),Admit-Not Coming
22,Data Science (MS),Admit-Not Coming
23,Data Science (MS),Admit-Not Coming
21,Data Science (MS),Admit-Not Coming
32,Data Science (MS),Admit-Not Coming
27,Data Science (MS),Admit-Not Coming
22,Data Science (MS),Admit-Not Coming
20,Data Science (MS),Admit-Not Coming
25,Data Science (MS),Admit-Not Coming
22,Data Science (MS),Admit-Not Coming
23,Data Science (MS),Admit-Not Coming
20,Data Science (MS),Admit-Not Coming
22,Data Science (MS),Admit-Not Coming
23,Data Science (MS),Admit-Not Coming
29,Data Science (MS),Admit-Not Coming
21,Data Science (MS),Admit-Not Coming
23,Data Science (MS),Admit-Not Coming
23,Data Science (MS),Admit-Not Coming
26,Data Science (MS),Admit-Not Coming
21,Data Science (MS),Admit-Not Coming
22,Data Science (MS),Admit-Not Coming
22,Data Science (MS),Admit-Not Coming
26,Data Science (MS),Admit-Not Coming
23,Data Science (MS),Admit-Not Coming
21,Data Science (MS),Admit-Not Coming
22,Data Science (MS),Admit-Not Coming
22,Data Science (MS),Admit-Not Coming
26,Data Science (MS),Admit-Not Coming
28,Data Science (MS),Admit-Not Coming
26,Data Science (MS),Admit-Withdrawn
22,Data Science (MS),Admit-Withdrawn
25,Data Science (MS),Admit-Withdrawn
23,Data Science (MS),Admit-Withdrawn
22,Data Science (MS),Admit-Withdrawn
22,Data Science (MS),Admit-Withdrawn
24,Data Science (MS),Admit-Withdrawn
24,Data Science (MS),Admit-Withdrawn
24,Data Science (MS),Admit-Withdrawn
23,Data Science (MS),Admit-Withdrawn
22,Data Science (MS),Admit-Withdrawn
30,Data Science (MS),Admit-Withdrawn
22,Data Science (MS),Admit-Withdrawn
22,Data Science (MS),Admit-Withdrawn
22,Data Science (MS),Admit-Withdrawn
27,Data Science (MS),Admit-Withdrawn
23,Data Science (MS),Admit-Withdrawn
25,Data Science (MS),Admit-Withdrawn
24,Data Science (MS),Admit-Withdrawn
21,Data Science (MS),Admit-Withdrawn
21,Data Science (MS),Admit-Withdrawn
22,Data Science (MS),Admit-Withdrawn
23,Data Science (MS),Admit-Withdrawn
26,Data Science (MS),Admit-Withdrawn
25,Data Science (MS),Admit-Withdrawn
25,Data Science (MS),Admit-Withdrawn
22,Data Science (MS),Admit-Withdrawn
27,Data Science (MS),Admit-Withdrawn
21,Data Science (MS),Admit-Withdrawn
24,Data Science (MS),Admit-Withdrawn
29,Data Science (MS),Admit-Withdrawn
22,Data Science (MS),Admit-Withdrawn
24,Data Science (MS),Admit-Withdrawn
27,Data Science (MS),Admit-Withdrawn
28,Data Science (MS),Admit-Withdrawn
25,Data Science (MS),Admit-Withdrawn
23,Data Science (MS),Admit-Withdrawn
21,Data Science (MS),Admit-Withdrawn
27,Data Science (MS),Admit-Withdrawn
23,Data Science (MS),Admit-Withdrawn
26,Data Science (MS),Admit-Withdrawn
24,Data Science (MS),Admit-Withdrawn
23,Data Science (MS),Admit-Withdrawn
20,Data Science (MS),Admit-Withdrawn
22,Data Science (MS),Admit-Withdrawn
22,Data Science (MS),Admit-Withdrawn
22,Data Science (MS),Admit-Withdrawn
22,Data Science (MS),Admit-Withdrawn
24,Data Science (MS),Admit-Withdrawn
22,Data Science (MS),Admit-Withdrawn
22,Data Science (MS),Admit-Withdrawn
22,Data Science (MS),Admit-Withdrawn
27,Data Science (MS),Admit-Withdrawn
26,Data Science (MS),Admit-Withdrawn
22,Data Science (MS),Admit-Withdrawn
23,Data Science (MS),Admit-Withdrawn
23,Data Science (MS),Admit-Withdrawn
21,Data Science (MS),Admit-Withdrawn
30,Data Science (MS),Admit-Withdrawn
23,Data Science (MS),Admit-Withdrawn
34,Data Science (MS),Admit-Withdrawn
22,Data Science (MS),Admit-Withdrawn
24,Data Science (MS),Admit-Withdrawn
25,Data Science (MS),Deferred to Fall
23,Data Science (MS),Deferred to Fall
23,Data Science (MS),Deferred to Fall
25,Data Science (MS),Deferred to Fall
27,Data Science (MS),Deferred to Fall
32,Data Science (MS),Deferred to Fall
24,Data Science (MS),Deferred to Fall
24,Data Science (MS),Deferred to Fall
22,Data Science (MS),Deferred to Fall
23,Data Science (MS),Deferred to Spring
24,Data Science (MS),Deferred to Spring
21,Data Science (MS),Deferred to Spring
25,Data Science (MS),Deferred to Spring
23,Data Science (MS),Deferred to Spring
23,Data Science (MS),Withdrawn
26,Data Science (MS),Withdrawn
23,Data Science (MS),Withdrawn
20,Data Science (MS),Withdrawn
47,Data Science (MS),Withdrawn
21,Data Science (MS),Withdrawn
27,Data Science (MS),Withdrawn
23,Data Science (MS),Withdrawn
34,Data Science (MS),Withdrawn
37,Data Science (MS),Withdrawn
27,Data Science (MS),Withdrawn
25,Data Science (MS),Withdrawn
25,Data Science (MS),Withdrawn
27,Data Science (MS),Withdrawn
30,Data Science (MS),Withdrawn
41,Data Science (MS),Withdrawn
38,Data Science (MS),Withdrawn
24,Data Science (MS),Withdrawn
39,Data Science (MS),Withdrawn
23,Data Science (MS),Withdrawn
23,Data Science (MS),Withdrawn
22,Data Science (MS),Withdrawn
26,Data Science (MS),Withdrawn
28,Data Science (MS),Withdrawn
23,Data Science (MS),Withdrawn
27,Data Science (MS),Withdrawn
21,Data Science (MS),Withdrawn
25,Data Science (MS),Withdrawn
22,Data Science (MS),Withdrawn
24,Data Science (MS),Withdrawn
35,Data Science (MS),Withdrawn
23,Data Science (MS),Withdrawn
32,Data Science (MS),Withdrawn
22,Data Science (MS),Withdrawn
27,Data Science (MS),Withdrawn
39,Data Science (MS),Withdrawn
26,Data Science (MS),Withdrawn
22,Data Science (MS),Withdrawn
34,Data Science (MS),Withdrawn
25,Data Science (MS),Withdrawn
24,Data Science (MS),Withdrawn
24,Data Science (MS),Withdrawn
21,Data Science (MS),Withdrawn
27,Data Science (MS),Withdrawn
22,Data Science (MS),Withdrawn
36,Data Science (MS),Withdrawn
26,Data Science (MS),Withdrawn
22,Data Science (MS),Withdrawn
21,Data Science (MS),Withdrawn
23,Data Science (MS),Withdrawn
23,Data Science (MS),Withdrawn
23,Data Science (MS),Withdrawn
28,Data Science (MS),Withdrawn
22,Data Science (MS),Withdrawn
22,Data Science (MS),Withdrawn
23,Data Science (MS),Withdrawn
21,Data Science (MS),Withdrawn
32,Data Science (MS),Withdrawn
31,Data Science (MS),Withdrawn
22,Data Science (MS),Withdrawn
26,Data Science (MS),Denied
27,Data Science (MS),Denied
35,Data Science (MS),Denied
26,Data Science (MS),Denied
41,Data Science (MS),Denied
33,Data Science (MS),Denied
22,Data Science (MS),Denied
24,Data Science (MS),Denied
34,Data Science (MS),Denied
31,Data Science (MS),Denied
27,Data Science (MS),Denied
25,Data Science (MS),Denied
39,Data Science (MS),Denied
23,Data Science (MS),Denied
23,Data Science (MS),Denied
23,Data Science (MS),Denied
24,Data Science (MS),Denied
24,Data Science (MS),Denied
25,Data Science (MS),Denied
22,Data Science (MS),Denied
30,Data Science (MS),Denied
24,Data Science (MS),Denied
26,Data Science (MS),Denied
23,Data Science (MS),Denied
21,Data Science (MS),Denied
32,Data Science (MS),Denied
35,Data Science (MS),Denied
25,Data Science (MS),Denied
22,Data Science (MS),Denied
22,Data Science (MS),Denied
22,Data Science (MS),Denied
22,Data Science (MS),Denied
22,Data Science (MS),Denied
22,Data Science (MS),Denied
22,Data Science (MS),Denied
22,Data Science (MS),Denied
24,Data Science (MS),Denied
24,Data Science (MS),Denied
25,Data Science (MS),Denied
31,Data Science (MS),Denied
25,Data Science (MS),Denied
22,Data Science (MS),Denied
27,Data Science (MS),Denied
35,Data Science (MS),Denied
21,Data Science (MS),Denied
31,Data Science (MS),Denied
22,Data Science (MS),Denied
22,Data Science (MS),Denied
22,Data Science (MS),Denied
22,Data Science (MS),Denied
23,Data Science (MS),Denied
23,Data Science (MS),Denied
25,Data Science (MS),Denied
23,Data Science (MS),Denied
24,Data Science (MS),Denied
25,Data Science (MS),Denied
22,Data Science (MS),Denied
23,Data Science (MS),Denied
23,Data Science (MS),Denied
25,Data Science (MS),Denied
23,Data Science (MS),Denied
25,Data Science (MS),Denied
23,Data Science (MS),Denied
22,Data Science (MS),Denied
23,Data Science (MS),Denied
22,Data Science (MS),Denied
25,Data Science (MS),Denied
24,Data Science (MS),Denied
29,Data Science (MS),Denied
30,Data Science (MS),Denied
42,Data Science (MS),Denied
23,Data Science (MS),Denied
26,Data Science (MS),Denied
21,Data Science (MS),Denied
21,Data Science (MS),Denied
22,Data Science (MS),Denied
26,Data Science (MS),Denied
23,Data Science (MS),Denied
25,Data Science (MS),Denied
22,Data Science (MS),Denied
21,Data Science (MS),Denied
25,Data Science (MS),Denied
23,Data Science (MS),Denied
22,Data Science (MS),Denied
22,Data Science (MS),Denied
22,Data Science (MS),Denied
43,Data Science (MS),Denied
24,Data Science (MS),Denied
22,Data Science (MS),Denied
22,Data Science (MS),Denied
22,Data Science (MS),Denied
22,Data Science (MS),Denied
27,Data Science (MS),Denied
24,Data Science (MS),Denied
29,Data Science (MS),Denied
33,Data Science (MS),Denied
21,Data Science (MS),Denied
23,Data Science (MS),Denied
25,Data Science (MS),Denied
21,Data Science (MS),Denied
32,Data Science (MS),Denied
21,Data Science (MS),Denied
27,Data Science (MS),Denied
27,Data Science (MS),Denied
26,Data Science (MS),Denied
30,Data Science (MS),Denied
34,Data Science (MS),Denied
26,Data Science (MS),Denied
35,Data Science (MS),Denied
22,Data Science (MS),Denied
22,Data Science (MS),Denied
26,Data Science (MS),Denied
21,Data Science (MS),Denied
28,Data Science (MS),Denied
23,Data Science (MS),Denied
35,Data Science (MS),Denied
22,Data Science (MS),Denied
23,Data Science (MS),Denied
37,Data Science (MS),Denied
21,Data Science (MS),Denied
24,Data Science (MS),Denied
25,Data Science (MS),Denied
23,Data Science (MS),Denied
22,Data Science (MS),Denied
22,Data Science (MS),Denied
22,Data Science (MS),Denied
23,Data Science (MS),Denied
21,Data Science (MS),Denied
22,Data Science (MS),Denied
23,Data Science (MS),Denied
22,Data Science (MS),Denied
23,Data Science (MS),Denied
22,Data Science (MS),Denied
21,Emerging Media (MA),Started App
20,Emerging Media (MA),Started App
22,Emerging Media (MA),Started App
31,Emerging Media (MA),Started App
24,Emerging Media (MA),Started App
31,Emerging Media (MA),Started App
23,Emerging Media (MA),Submitted App
30,Emerging Media (MA),Complete App
25,Emerging Media (MA),Admit-Coming
